farmer_id,application_year,district,land_area_acres,crop_type,pm_kisan_status,historical_repayment_score,irrigation_type,land_ownership,soil_type,sales_channel,annual_income_inr,liability_ratio_pct,rainfall_deviation_pct,ndvi_score,defaulted_in_next_12_months,target_entitlement_score
F00189,2024,Bhadrak,10.95,Wheat,Yes,79.09,Irrigated,Tenant,Sandy Loam,Contract Buyer,201568.56,38.26,0.51,0.457,0,773.99
F00190,2022,Mayurbhanj,11.87,Rice,No,49.9,Rainfed,Tenant,Clay Loam,FPO,559611.98,39.88,1.17,,1,567.83
F00191,2023,Mayurbhanj,9.32,Wheat,Yes,56.91,Rainfed,Tenant,Sandy Loam,Contract Buyer,583970.02,29.71,4.35,0.545,0,736.23
F00192,2023,Puri,2.56,Sugarcane,Yes,44.75,Rainfed,Owned,Alluvial,Local Trader,454222.73,25.18,0.09,0.407,0,670.07
F00193,2022,Ganjam,6.94,Millets,No,68.16,Irrigated,Owned,Sandy Loam,Contract Buyer,533333.08,5.14,1.76,0.586,0,833.43
F00194,2024,Cuttack,0.97,Cotton,Yes,81.48,Rainfed,Tenant,Alluvial,Local Trader,565859.96,20.7,13.12,0.693,0,626.74
F00195,2024,Puri,12.98,Soybean,Yes,70.49,Irrigated,Owned,Sandy Loam,APMC,581190,21.98,1.53,0.552,0,797.77
F00196,2022,Balasore,0.47,Millets,Yes,72.67,Irrigated,Tenant,Sandy Loam,FPO,473402.09,5.11,0.83,0.517,0,701.65
F00197,2022,Balasore,6.95,Cotton,Yes,60.17,Rainfed,Owned,Laterite,Local Trader,301946.52,6.17,,,0,860.41
F00198,2023,Bhadrak,2.69,Soybean,No,86.32,Irrigated,Owned,Alluvial,APMC,230104.29,36.32,18.1,0.334,1,535.42
F00199,2022,Mayurbhanj,12.6,Millets,No,64.85,Irrigated,Owned,Alluvial,FPO,570275.43,17.99,5.68,,0,758.02
F00200,2024,Mayurbhanj,0.8,Cotton,Yes,23.88,Rainfed,Tenant,Laterite,Local Trader,451451.15,32.96,,,1,427.61
F00201,2022,Ganjam,12.68,Sugarcane,Yes,45.18,Rainfed,Owned,Black,Local Trader,90109.79,26.14,,0.386,0,677.2
F00202,2022,Bhadrak,9.45,Maize,Yes,79.75,Irrigated,Owned,Laterite,APMC,542729.38,39.79,-22.58,0.406,0,765.63
F00203,2022,Puri,12.75,Rice,No,65.59,Irrigated,Owned,Black,Contract Buyer,644438.71,7.32,-12.98,0.262,0,951.8
F00204,2023,Bhadrak,8.7,Rice,Yes,61.28,Rainfed,Owned,Black,FPO,116934.13,10.33,-2.87,0.552,0,753.44
F00205,2022,Puri,7.58,Sugarcane,Yes,28.65,Rainfed,Owned,Sandy Loam,APMC,526132.28,14.06,,0.552,0,757.04
F00206,2024,Bhadrak,16.69,Wheat,Yes,48.98,Rainfed,Tenant,Alluvial,Local Trader,393750.25,15.56,,0.606,0,844.28
F00207,2024,Ganjam,14.26,Cotton,Yes,29.83,Rainfed,Owned,Red,Local Trader,620651.86,27.14,0.51,0.693,0,743.37
F00208,2022,Bhadrak,13.74,Wheat,No,64.14,Irrigated,Tenant,Clay Loam,APMC,609351.7,3.76,-6.77,0.552,0,864.37
F00209,2024,Cuttack,11.66,Wheat,No,69.51,Irrigated,Owned,Clay Loam,Contract Buyer,335530.7,20.97,15.85,0.439,0,810.34
F00210,2022,Cuttack,5.09,Wheat,Yes,77.39,Rainfed,Tenant,Laterite,Local Trader,136382.96,39.72,10.96,0.653,0,642.27
F00211,2024,Cuttack,16.5,Soybean,Yes,78.97,Irrigated,Owned,Laterite,Local Trader,457667.26,26.62,-5.77,0.489,0,882.52
F00212,2022,Balasore,14.45,Rice,No,95.13,Irrigated,Owned,Clay Loam,Local Trader,590147.05,14.79,15.52,0.552,0,969.63
F00213,2022,Puri,5.91,Millets,No,50.29,Rainfed,Owned,Sandy Loam,Local Trader,382586.24,1.72,,0.5,0,685.29
F00214,2022,Ganjam,10.57,Soybean,No,83.72,Irrigated,Owned,Red,APMC,169382.77,25.28,19.26,0.748,0,860.59
F00215,2022,Ganjam,4.28,Cotton,No,80.07,Irrigated,Tenant,Alluvial,Contract Buyer,132734.28,12.15,-4.37,0.64,0,770.25
F00216,2022,Cuttack,7.52,Maize,No,89.61,Rainfed,Owned,Red,FPO,510217.76,37.44,,0.669,0,789.37
F00217,2023,Ganjam,7.96,Soybean,Yes,97.57,Irrigated,Owned,Red,FPO,581118.93,17.76,,0.663,0,923
F00218,2023,Balasore,7.31,Sugarcane,Yes,75.02,Rainfed,Owned,Red,Contract Buyer,91833.29,20.56,-2.8,0.729,0,748.31
F00219,2024,Bhadrak,2.2,Rice,Yes,66.54,Irrigated,Owned,Laterite,Contract Buyer,351447.91,14.49,0.51,0.634,0,796.74
F00220,2022,Cuttack,2.88,Maize,Yes,56.11,Rainfed,Owned,Clay Loam,FPO,337797.57,29.43,,0.242,1,611.33
F00221,2023,Bhadrak,3.7,Wheat,Yes,73.48,Rainfed,Owned,Alluvial,Contract Buyer,290749.96,31.38,9.92,0.695,0,717.39
F00222,2024,Ganjam,12.18,Maize,No,57.75,Rainfed,Owned,Red,FPO,575539.69,36.39,4.84,0.616,0,756.21
F00223,2024,Balasore,9.06,Rice,Yes,47.12,Irrigated,Owned,Red,Local Trader,292428.38,30.93,-5.1,0.647,0,552
F00224,2023,Cuttack,10.12,Wheat,Yes,48.88,Irrigated,Owned,Laterite,Local Trader,407687.35,29.7,-11.46,0.452,0,733.05
F00225,2022,Puri,2.21,Sugarcane,Yes,69.32,Irrigated,Tenant,Black,Local Trader,471794.04,36.3,8.53,0.552,0,601.68
F00226,2023,Bhadrak,13.76,Wheat,Yes,67.6,Rainfed,Owned,Red,Contract Buyer,312743.21,30.72,-2.76,0.468,0,796.96
F00227,2023,Balasore,15.03,Sugarcane,No,66.75,Rainfed,Owned,Clay Loam,FPO,644809.02,9.21,28.73,0.672,0,887.07
F00228,2022,Puri,1.47,Soybean,No,50.72,Rainfed,Owned,Black,FPO,168560.63,23.89,,0.542,0,659.78
F00229,2022,Cuttack,7.59,Rice,No,59.06,Rainfed,Owned,Sandy Loam,FPO,114035.92,8.18,,0.508,0,649.56
F00230,2022,Cuttack,12.26,Millets,No,75.7,Rainfed,Owned,Red,Local Trader,426185.39,10.95,-22.67,0.608,0,780.97
F00231,2023,Cuttack,1.49,Rice,Yes,57.56,Rainfed,Owned,Clay Loam,FPO,273784.26,28.16,0.51,0.572,0,744.26
F00232,2022,Puri,3.86,Sugarcane,Yes,71.28,Irrigated,Owned,Black,APMC,627560.38,33.96,7.79,0.65,0,802.23
F00233,2023,Cuttack,2.56,Millets,Yes,46.35,Irrigated,Tenant,Red,Local Trader,202029.7,21.38,-13.24,0.694,0,690.97
F00234,2022,Balasore,10.81,Maize,No,82.47,Irrigated,Owned,Clay Loam,APMC,158140.51,18.37,11.26,0.431,0,737.51
F00235,2022,Cuttack,17.7,Sugarcane,Yes,76.24,Irrigated,Owned,Clay Loam,APMC,336089.8,18.11,19.16,0.607,0,980
F00236,2024,Puri,15.91,Sugarcane,Yes,75.7,Irrigated,Owned,Black,Local Trader,191158.37,16.95,-7.11,0.759,0,894.15
F00237,2024,Mayurbhanj,10.07,Rice,Yes,81.98,Irrigated,Owned,Laterite,APMC,299926.98,14.72,9.48,,0,864.74
F00238,2023,Ganjam,16.17,Cotton,Yes,61.3,Irrigated,Owned,Clay Loam,Local Trader,200042.1,18.66,1.27,0.508,0,870.36
F00239,2024,Balasore,16.35,Wheat,Yes,65.9,Rainfed,Owned,Alluvial,APMC,317348.72,11.92,-6.38,0.687,0,937.67
F00240,2022,Ganjam,2.03,Cotton,No,56.89,Rainfed,Owned,Alluvial,APMC,372095.54,2.13,14.91,0.501,0,692.77
F00241,2023,Bhadrak,6.41,Maize,Yes,68.8,Rainfed,Owned,Laterite,Local Trader,145041.3,0.76,-19.58,0.499,0,743.18
F00242,2023,Puri,14.08,Cotton,Yes,59.07,Rainfed,Owned,Alluvial,APMC,307726.52,24.79,-10.98,0.552,0,784.31
F00243,2022,Cuttack,4.41,Cotton,No,59.8,Rainfed,Tenant,Alluvial,FPO,467203.69,6.46,,0.566,0,717.93
F00244,2022,Mayurbhanj,15.71,Maize,No,70.04,Irrigated,Owned,Laterite,Contract Buyer,162543.26,2.49,8.44,0.481,0,886.09
F00245,2024,Cuttack,12.49,Rice,Yes,37.45,Irrigated,Owned,Laterite,FPO,395559.35,15.54,-11.94,0.678,0,850.68
F00246,2024,Puri,17.38,Soybean,No,66.75,Irrigated,Owned,Alluvial,Contract Buyer,604311.95,22.32,,0.552,0,835.52
F00247,2022,Bhadrak,10.77,Millets,No,47.96,Irrigated,Owned,Laterite,Contract Buyer,497707.93,6.92,0.51,,0,907.4
F00248,2023,Bhadrak,13.98,Sugarcane,No,62.23,Rainfed,Owned,Sandy Loam,Local Trader,478973.54,15.63,-8.46,0.561,0,705.76
F00249,2022,Balasore,12.91,Millets,No,74.53,Rainfed,Owned,Red,FPO,160962.68,26.06,,0.664,0,776.18
F00250,2023,Bhadrak,13.49,Millets,No,50.67,Rainfed,Owned,Clay Loam,Contract Buyer,260370.23,30.85,-15.43,0.552,0,652.75
F00251,2022,Ganjam,11.55,Wheat,No,66.99,Irrigated,Owned,Black,FPO,379363.95,14.88,-9.48,0.543,0,804.5
F00252,2022,Mayurbhanj,2.56,Millets,Yes,91.19,Irrigated,Owned,Clay Loam,FPO,586467.76,18.39,-10.15,0.485,0,917.08
F00253,2024,Mayurbhanj,4.89,Wheat,Yes,46.04,Irrigated,Owned,Sandy Loam,Contract Buyer,351526.28,20.76,0.3,,0,737.32
F00254,2022,Cuttack,9.32,Soybean,Yes,72.82,Rainfed,Owned,Sandy Loam,APMC,482123.66,34.55,,0.477,0,742.02
F00255,2022,Balasore,0.9,Wheat,Yes,64.4,Rainfed,Owned,Sandy Loam,Contract Buyer,147364.54,29.44,2.61,0.618,0,689.8
F00256,2023,Cuttack,4.7,Millets,No,49.27,Irrigated,Owned,Sandy Loam,APMC,401000.19,7.53,-18.04,0.617,0,798.78
F00257,2022,Ganjam,16.7,Rice,Yes,47.15,Irrigated,Owned,Laterite,Local Trader,568706.65,3.75,0.51,0.475,0,934.34
F00258,2022,Cuttack,5.68,Wheat,Yes,68.46,Rainfed,Owned,Clay Loam,APMC,524764.03,21.44,,0.532,1,749.59
F00259,2024,Bhadrak,7.32,Soybean,No,50.92,Rainfed,Tenant,Sandy Loam,APMC,421065.85,10.7,-6.45,0.317,0,680.59
F00260,2022,Mayurbhanj,2.11,Maize,No,55.68,Rainfed,Tenant,Clay Loam,FPO,137820.67,21.63,,,1,606.87
F00261,2022,Mayurbhanj,15.14,Wheat,Yes,51.45,Irrigated,Owned,Alluvial,APMC,595146.74,33.38,12.53,,0,800.16
F00262,2024,Balasore,12.82,Soybean,No,98.36,Irrigated,Owned,Black,Local Trader,159452.11,7.99,0.51,0.574,0,909.23
F00263,2022,Mayurbhanj,2.43,Rice,No,57.3,Irrigated,Owned,Alluvial,APMC,218558.44,35.61,25.78,,0,518.49
F00264,2022,Puri,8.46,Maize,No,54.02,Irrigated,Tenant,Laterite,Contract Buyer,314439.78,1.62,12.8,0.674,0,693.73
F00265,2024,Puri,9.16,Soybean,No,67.29,Rainfed,Owned,Sandy Loam,FPO,96442.99,9.76,-19.78,0.662,0,617.88
F00266,2024,Puri,15.8,Cotton,Yes,70.33,Rainfed,Owned,Alluvial,Contract Buyer,152944.57,28.81,-2.18,0.684,0,755.84
F00267,2022,Mayurbhanj,7.3,Wheat,No,57.15,Rainfed,Owned,Black,Contract Buyer,549465.15,41.27,,,0,649.18
F00268,2023,Cuttack,3.59,Maize,Yes,100,Irrigated,Tenant,Alluvial,FPO,393551.57,39.34,0.51,0.593,0,726.55
F00269,2022,Cuttack,10.54,Cotton,No,79.45,Irrigated,Owned,Black,APMC,186662.8,35.95,-16.06,0.552,0,659.24
F00270,2022,Mayurbhanj,14.61,Cotton,No,36.35,Rainfed,Owned,Clay Loam,APMC,595827.96,17.25,,,0,623.01
F00271,2023,Mayurbhanj,5.63,Wheat,No,78.58,Irrigated,Owned,Laterite,Contract Buyer,482393.75,28.77,-4.51,,0,743.49
F00272,2022,Bhadrak,17.08,Millets,Yes,51.94,Rainfed,Owned,Red,Contract Buyer,319220.95,3.61,-32.03,0.483,0,795.04
F00273,2022,Bhadrak,10.44,Soybean,No,49.95,Rainfed,Owned,Red,FPO,563565.48,26.44,-24.26,0.411,0,637.55
F00274,2022,Cuttack,16.76,Millets,Yes,82.32,Irrigated,Owned,Black,APMC,422112.18,32.99,28.11,,0,820.67
F00275,2022,Cuttack,2.52,Rice,Yes,64.29,Irrigated,Owned,Laterite,FPO,445032.52,10.49,7.16,0.638,0,965.13
F00276,2024,Ganjam,11.62,Millets,No,86.35,Rainfed,Owned,Clay Loam,FPO,494731.42,3.64,13.49,0.485,0,907.7
F00277,2023,Ganjam,16.86,Rice,Yes,70.1,Rainfed,Owned,Sandy Loam,Contract Buyer,172990.33,20.07,0.51,0.587,0,854.63
F00278,2022,Puri,5.24,Maize,No,37.23,Irrigated,Owned,Sandy Loam,Local Trader,188168.77,26.5,0.51,0.708,1,543.63
F00279,2024,Bhadrak,6.81,Maize,No,72.01,Rainfed,Owned,Red,APMC,516147.38,10.39,7.11,0.467,0,808.75
F00280,2022,Balasore,7.6,Cotton,No,68.53,Rainfed,Owned,Clay Loam,Local Trader,370017.58,40.99,,0.597,1,605.1
F00281,2022,Bhadrak,3.38,Sugarcane,Yes,79.75,Irrigated,Owned,Red,FPO,146089,30.66,13.35,0.757,0,716.68
F00282,2023,Puri,5.48,Maize,Yes,86.87,Irrigated,Owned,Red,FPO,582273.91,34.58,20.12,0.327,0,756.01
F00283,2023,Bhadrak,7.64,Cotton,Yes,59.43,Irrigated,Tenant,Alluvial,FPO,532482.86,32.33,-5.5,0.768,0,697.86
F00284,2023,Cuttack,16.07,Wheat,Yes,55.91,Rainfed,Tenant,Black,FPO,289188.85,18.29,18.87,0.552,0,807.43
F00285,2024,Puri,13.8,Soybean,Yes,46.2,Irrigated,Owned,Laterite,Contract Buyer,208075.76,34.76,14.9,0.643,0,721.68
F00286,2023,Cuttack,0.76,Rice,No,89.46,Rainfed,Tenant,Red,FPO,191614.44,19.42,-1.41,0.462,0,741.91
F00287,2022,Mayurbhanj,0.58,Soybean,Yes,40.31,Irrigated,Owned,Clay Loam,Local Trader,289891.78,6.32,10.57,0.552,0,636.58
F00288,2023,Puri,8.51,Sugarcane,Yes,70.17,Rainfed,Owned,Red,Local Trader,638778.76,7,4.15,0.449,0,882.88
F00289,2024,Ganjam,15.26,Millets,Yes,96.07,Irrigated,Tenant,Sandy Loam,APMC,119210.48,24.32,-23.08,,0,815.35
F00290,2023,Cuttack,5.69,Rice,Yes,71.14,Irrigated,Owned,Clay Loam,FPO,96554.02,7.29,7.49,0.552,0,876.76
F00291,2023,Puri,11.02,Cotton,Yes,65.96,Irrigated,Owned,Black,APMC,624679.33,41.07,,0.657,0,841.87
F00292,2024,Mayurbhanj,10.97,Millets,Yes,53.72,Irrigated,Owned,Sandy Loam,FPO,427770.48,10.41,-8.64,,0,825.15
F00293,2022,Balasore,12.77,Rice,No,87.39,Irrigated,Owned,Red,APMC,365430.29,20.45,1.9,0.486,0,834.1
F00294,2022,Balasore,5.38,Wheat,No,46.51,Irrigated,Owned,Laterite,Local Trader,154231.51,27.6,-21.78,0.525,0,626.7
F00295,2024,Puri,6.75,Millets,Yes,56.64,Rainfed,Tenant,Alluvial,Local Trader,321240.38,8.62,,0.641,0,706.63
F00296,2024,Cuttack,3.72,Wheat,No,47.86,Irrigated,Owned,Laterite,Contract Buyer,171059.64,17.04,0.51,0.643,0,761.43
F00297,2022,Balasore,10.59,Wheat,Yes,44.89,Rainfed,Tenant,Clay Loam,APMC,414187.03,36.75,17.96,0.411,0,649.21
F00298,2024,Ganjam,2.55,Maize,No,28.52,Irrigated,Owned,Red,Contract Buyer,97805.87,41.42,6.92,0.466,1,572.54
F00299,2022,Balasore,8.33,Rice,Yes,82,Rainfed,Tenant,Clay Loam,FPO,215107.95,8.29,-6.01,0.447,0,763.94
F00300,2022,Mayurbhanj,0.79,Soybean,Yes,100,Irrigated,Owned,Alluvial,Contract Buyer,83153.4,23.61,-4.58,0.465,1,694.42
F00301,2023,Ganjam,11.71,Rice,Yes,47.14,Rainfed,Owned,Alluvial,FPO,251252.63,29.02,20.22,0.573,0,741.76
F00302,2022,Cuttack,16.3,Rice,No,89.73,Irrigated,Owned,Clay Loam,Contract Buyer,511230.63,11.57,44.23,0.719,0,980
F00303,2023,Balasore,16.41,Millets,Yes,57.43,Rainfed,Owned,Black,APMC,592800.8,27.02,29.33,0.552,0,766.67
F00304,2023,Mayurbhanj,11.02,Sugarcane,Yes,81.26,Irrigated,Owned,Black,FPO,406683.89,15.3,-26.19,,0,836.98
F00305,2024,Ganjam,17.67,Maize,Yes,71.34,Rainfed,Owned,Alluvial,APMC,525533.78,23.07,-15.38,0.5,0,925.33
F00306,2024,Mayurbhanj,12.28,Cotton,Yes,60.59,Irrigated,Owned,Alluvial,Contract Buyer,111611.8,41.58,0.51,0.552,0,689.81
F00307,2023,Puri,13,Maize,Yes,64.89,Rainfed,Tenant,Laterite,Contract Buyer,603884.96,8.51,3.25,0.649,0,911.12
F00308,2024,Puri,4.16,Millets,Yes,99.98,Irrigated,Owned,Sandy Loam,APMC,472771.37,28.28,-20.96,,0,786.48
F00309,2022,Ganjam,12.29,Millets,Yes,54.69,Irrigated,Tenant,Red,APMC,285575.88,0.15,0.51,0.674,0,790.8
F00310,2024,Mayurbhanj,12.74,Rice,No,74.44,Irrigated,Owned,Sandy Loam,APMC,481363.32,0.75,-10.67,,0,857.63
F00311,2023,Ganjam,16.19,Cotton,No,51.7,Irrigated,Tenant,Laterite,FPO,492537.42,14.69,0.51,0.793,0,839.24
F00312,2024,Puri,16.83,Sugarcane,No,50.1,Irrigated,Owned,Clay Loam,FPO,461602.43,30.48,-29.22,0.552,0,803.02
F00313,2022,Puri,16.28,Sugarcane,Yes,65.11,Irrigated,Owned,Black,Local Trader,154500.89,38.47,11.64,0.552,0,768.17
F00314,2023,Mayurbhanj,14.05,Soybean,No,46.41,Rainfed,Owned,Black,FPO,429746.55,36.87,32.85,0.485,0,672.08
F00315,2024,Ganjam,16.53,Wheat,Yes,74.71,Irrigated,Owned,Clay Loam,FPO,520935.63,10.67,-12.91,,0,980
F00316,2022,Mayurbhanj,4.61,Sugarcane,Yes,56.32,Irrigated,Tenant,Red,APMC,574151.63,11.57,42.62,0.552,0,726.77
F00317,2024,Ganjam,4.89,Rice,Yes,66.62,Rainfed,Owned,Alluvial,APMC,553574.18,13.85,-10.39,0.439,0,728.01
F00318,2023,Ganjam,13.42,Wheat,No,64.7,Irrigated,Owned,Clay Loam,APMC,114921.12,41.33,-32.07,0.324,1,618.26
F00319,2024,Mayurbhanj,15.43,Cotton,Yes,60.09,Irrigated,Owned,Clay Loam,Contract Buyer,463268.53,26.05,19.7,,0,731.17
F00320,2024,Ganjam,16.16,Maize,Yes,71.09,Irrigated,Owned,Red,Contract Buyer,585055.47,2.69,-0.92,0.365,0,963.08
F00321,2022,Bhadrak,10.1,Soybean,No,70.3,Rainfed,Owned,Red,APMC,432694.61,34.01,,0.502,1,719.18
F00322,2022,Mayurbhanj,1.09,Wheat,Yes,98.21,Rainfed,Tenant,Red,Contract Buyer,86296.86,6.37,,0.74,0,739.28
F00323,2023,Bhadrak,10.41,Rice,Yes,41.86,Irrigated,Owned,Laterite,Contract Buyer,372827.38,41.05,3.13,0.628,0,795.27
F00324,2023,Balasore,14.03,Millets,Yes,79.33,Rainfed,Tenant,Red,Contract Buyer,96277.92,22.64,0.51,0.598,0,827.41
F00325,2022,Mayurbhanj,13.35,Rice,Yes,80.14,Irrigated,Owned,Black,FPO,158288.84,0.71,-25.26,,0,959.48
F00326,2023,Balasore,6.79,Cotton,No,59.34,Irrigated,Owned,Laterite,FPO,126517.87,4.02,0.51,0.557,0,743.52
F00327,2022,Bhadrak,12.73,Rice,Yes,92.33,Irrigated,Owned,Black,FPO,580498.61,39.67,-0.13,0.756,0,971.02
F00328,2022,Cuttack,0.93,Millets,Yes,63.72,Rainfed,Owned,Red,Contract Buyer,392619.63,1.36,,0.556,0,894.85
F00329,2023,Puri,16.12,Wheat,No,82.38,Irrigated,Owned,Black,Contract Buyer,576201.81,31.4,0.51,0.552,0,862.7
F00330,2024,Balasore,17.24,Millets,Yes,46.07,Irrigated,Owned,Clay Loam,APMC,180011.74,33.06,27.62,0.341,0,630.18
F00331,2023,Puri,16.84,Cotton,Yes,57.51,Irrigated,Tenant,Red,FPO,87416.52,22.61,11.02,0.517,0,601.89
F00332,2023,Cuttack,5.98,Wheat,No,69.33,Irrigated,Owned,Alluvial,Contract Buyer,586059.87,21.17,28.14,0.713,0,825.17
F00333,2024,Mayurbhanj,11.07,Wheat,No,70.83,Rainfed,Tenant,Clay Loam,FPO,343578.48,9.73,-16.03,,0,857.59
F00334,2023,Ganjam,6.47,Cotton,Yes,59.7,Irrigated,Owned,Sandy Loam,Local Trader,148827.26,32.6,2.3,0.592,0,703.37
F00335,2024,Balasore,11.42,Soybean,Yes,47.95,Rainfed,Owned,Red,FPO,265350.83,14.78,1.66,0.552,0,767.2
F00336,2024,Mayurbhanj,7.02,Rice,Yes,75.98,Rainfed,Owned,Alluvial,APMC,400283.33,21.46,0.51,,0,727.97
F00337,2024,Cuttack,3.22,Wheat,No,67.81,Rainfed,Owned,Sandy Loam,APMC,578138.54,2.64,9,,0,757.32
F00338,2024,Ganjam,14,Cotton,Yes,44.58,Irrigated,Tenant,Sandy Loam,APMC,89613.25,7.19,17.93,0.641,1,734.25
F00339,2023,Ganjam,13.89,Sugarcane,No,82.81,Irrigated,Owned,Laterite,FPO,638002.92,16.98,29.09,0.64,0,866.06
F00340,2024,Balasore,13.61,Soybean,Yes,52.49,Irrigated,Tenant,Red,Local Trader,187488.23,34.95,0.51,0.8,0,586.99
F00341,2022,Cuttack,9.22,Cotton,Yes,73.38,Irrigated,Tenant,Red,Contract Buyer,307200.52,13.44,50.97,0.564,0,776.41
F00342,2024,Balasore,12.54,Sugarcane,Yes,61.25,Irrigated,Owned,Laterite,FPO,205968.84,14.26,-0.62,0.364,0,837.07
F00343,2023,Balasore,5.5,Wheat,No,88.58,Irrigated,Owned,Black,Local Trader,230205.49,13.66,0.51,0.552,0,826
F00344,2023,Ganjam,10.09,Millets,Yes,84.94,Rainfed,Tenant,Alluvial,FPO,436357.17,1.06,11.06,0.552,0,844.3
F00345,2023,Ganjam,16.16,Cotton,Yes,58.76,Irrigated,Owned,Alluvial,FPO,516754.47,17.84,33.9,0.552,0,807.27
F00346,2022,Balasore,10.04,Soybean,No,55.21,Irrigated,Owned,Clay Loam,APMC,606014.17,39.91,12.65,0.575,0,733.12
F00347,2024,Ganjam,10.03,Millets,No,69.6,Rainfed,Owned,Red,Contract Buyer,183147.61,31.39,-1.6,0.555,0,698.85
F00348,2024,Puri,1.9,Soybean,No,24.88,Rainfed,Owned,Laterite,Local Trader,235826.9,16.24,-2.62,0.469,1,520.82
F00349,2022,Balasore,14,Rice,No,60.67,Irrigated,Tenant,Clay Loam,Contract Buyer,595825.86,4.09,0.51,0.611,0,901.28
F00350,2024,Balasore,10.35,Millets,Yes,58.31,Rainfed,Tenant,Laterite,Contract Buyer,415248.58,11.9,-12.62,0.751,0,821.85
F00351,2022,Cuttack,15.73,Soybean,No,65.76,Irrigated,Tenant,Clay Loam,FPO,242909.21,12.57,4.33,0.428,0,779.16
F00352,2023,Bhadrak,5.68,Cotton,Yes,40.96,Rainfed,Owned,Clay Loam,FPO,102254.73,21.08,17.26,0.707,1,644.96
F00353,2022,Balasore,1.41,Sugarcane,Yes,62.09,Rainfed,Tenant,Black,Contract Buyer,385441.55,10.14,,0.721,0,755.7
F00354,2024,Bhadrak,0.75,Rice,Yes,82.8,Rainfed,Owned,Sandy Loam,Contract Buyer,83194.87,26.87,15.87,0.685,0,737.11
F00355,2023,Balasore,1.26,Wheat,Yes,15.81,Rainfed,Tenant,Black,APMC,513809.5,11.79,24.37,0.43,1,537.18
F00356,2024,Cuttack,9.24,Sugarcane,Yes,76.27,Irrigated,Tenant,Laterite,Local Trader,333106.21,9.15,-0.5,0.6,0,905.71
F00357,2022,Cuttack,0.48,Millets,Yes,70.73,Rainfed,Owned,Alluvial,Local Trader,521690.48,14.6,-1.12,0.765,0,817.88
F00358,2022,Ganjam,0.73,Cotton,Yes,50.42,Rainfed,Owned,Laterite,Contract Buyer,109685.58,21.01,,0.678,1,694.1
F00359,2022,Mayurbhanj,6.53,Rice,No,40.62,Irrigated,Owned,Alluvial,FPO,191606.14,18.74,34.73,,0,600.4
F00360,2022,Mayurbhanj,9.41,Cotton,Yes,92.63,Irrigated,Owned,Black,Local Trader,497745.7,19.23,0.51,,0,875.27
F00361,2022,Ganjam,17.46,Maize,No,51.78,Irrigated,Owned,Sandy Loam,FPO,426130.73,8.32,0.51,,0,854.93
F00362,2023,Balasore,8.86,Maize,Yes,74.11,Rainfed,Owned,Sandy Loam,Contract Buyer,408820.16,38.37,19.42,,0,811.31
F00363,2022,Cuttack,11.82,Wheat,Yes,70.13,Rainfed,Owned,Laterite,APMC,370147.14,22.15,-4.76,0.575,0,809.08
F00364,2023,Bhadrak,17.15,Sugarcane,No,53.52,Irrigated,Owned,Red,APMC,87284.57,15.56,-10.86,0.606,0,899.64
F00365,2022,Puri,15.65,Rice,Yes,56,Rainfed,Owned,Sandy Loam,Contract Buyer,93043.76,6.29,,0.581,0,860.39
F00366,2024,Cuttack,1.61,Wheat,No,36.84,Rainfed,Tenant,Alluvial,Contract Buyer,360301.87,5.32,-13.24,0.238,1,592.18
F00367,2022,Puri,4.36,Millets,No,56.06,Irrigated,Owned,Clay Loam,Local Trader,193050.74,3.09,0.51,0.549,0,737.66
F00368,2023,Cuttack,13.05,Rice,Yes,54.22,Rainfed,Tenant,Clay Loam,Local Trader,526538.2,15.33,25.3,0.687,0,849.63
F00369,2022,Puri,7.32,Sugarcane,Yes,89.26,Irrigated,Tenant,Sandy Loam,Local Trader,405729.39,29.42,9.26,0.687,0,876.23
F00370,2022,Ganjam,12.3,Rice,Yes,75.8,Irrigated,Owned,Alluvial,Contract Buyer,239389.27,34.61,-26.63,0.508,0,856.27
F00371,2022,Balasore,14.43,Soybean,No,53.76,Rainfed,Owned,Clay Loam,Contract Buyer,223534.92,21.11,,0.465,0,737.19
F00372,2023,Puri,17.22,Maize,Yes,41.16,Irrigated,Owned,Laterite,APMC,139278.91,39.33,10.08,0.658,0,664.4
F00373,2023,Ganjam,2.15,Millets,No,79.42,Rainfed,Owned,Black,Contract Buyer,83942.07,18.87,-11.91,0.497,0,683.06
F00374,2023,Puri,14.83,Rice,Yes,82.11,Irrigated,Tenant,Laterite,FPO,247170.22,40.22,8.08,0.47,0,781.52
F00375,2024,Bhadrak,3.66,Wheat,No,80.2,Irrigated,Tenant,Sandy Loam,Local Trader,342454.52,35.03,0.51,0.446,0,663.42
F00376,2023,Balasore,10.13,Rice,Yes,88.94,Rainfed,Owned,Alluvial,Contract Buyer,345094.15,22.55,-12.67,0.552,0,832.8
F00377,2022,Puri,8.9,Soybean,Yes,52.6,Rainfed,Owned,Black,Contract Buyer,102964.47,1.18,,0.577,0,812.48
F00378,2023,Bhadrak,5.6,Wheat,No,56.6,Irrigated,Owned,Sandy Loam,FPO,525977.87,7.02,20.15,0.673,0,817.73
F00379,2022,Bhadrak,16.16,Sugarcane,Yes,51.1,Rainfed,Tenant,Laterite,Local Trader,599637.38,41.6,,0.613,0,751.06
